aank	आंक	0
aanka	आंका	0
aankade	आंकड़े	0
aankda	आंकड़ा	0
aankh	आंख	0
aankhe	आँखे	0
aankhen	आँखें	0
aankho	आँखों	0
aankhon	आँखों	0
aanki	आंकी	0
aankik	आंकिक	0
aankne	आंकने	0
aanshik	आंशिक	0
aansu	आंसू	0
aansuo	आंसुओं	0
aansuon	आंसुओं	0
aantarik	आंतरिक	0
aanton	आंतों	0
aantrik	आंतरिक	0
aanupatik	आनुपातिक	0
aanushangik	आनुषंगिक	0
aanuvaanshik	आनुवांशिक	0
aanuvaanshikataa	आनुवांशिकता	0
aanuvanshik	आनुवंशिक	0
aanuvanshiki	आनुवंशिकी	0
aanvik	आण्विक	0
aao	आओ	0
aap	आप	0
aapaat	आपात	0
aapaatkal	आपातकाल	0
aapaatkalin	आपातकालीन	0
aapadhapi	आपाधापी	0
aapas	आपस	0
aapat	आपात	0
aapatkal	आपतकाल	0
aapatkalin	आपातकालीन	0
aapatti	आपत्ति	0
aapattijanak	आपत्तिजनक	0
aapattiyan	आपत्तियां	0
aapattiyon	आपत्तियों	0
aapda	आपदा	0
aapdao	आपदाओं	0
aapekshit	आपेक्षित	0
aapke	आपके	0
aapki	आपकी	0
aapko	आपको	0
aapne	आपने	0
aapni	आपणी	0
aapradhik	आपराधिक	0
aapravasi	आप्रवासी	0
aapravasiyon	आप्रवासियों	0
aapse	आपसे	0
aapsi	आपसी	0
aapte	आप्टे	0
aapurti	आपूर्ती	0
aarakshan	आरक्षण	0
aarakshit	आरक्षित	0
aaram	आराम	0
aarambh	आरंभ	0
aarambhik	आरंभिक	0
aaramdayak	आरामदायक	0
aaramgaah	आरामगाह	0
aaranyak	आरण्यक	0
aarav	आरव	0
aardra	आर्द्र	0
aarogya	आरोग्य	0
aarohan	आरोहण	0
aarohi	आरोही	0
aaron	एरोन	1
aarop	आरोप	0
aaropi	आरोपी	0
aaropiyon	आरोपियों	0
aaropon	आरोपों	0
aarpar	आरपार	0
aarsh	आर्ष	0
aarthik	आर्थिक	0
aarti	आरती	1
aas	आस	0
aasaan	आसान	0
aasadharan	आसाधारण	0
aasakt	आसक्त	0
aasamaan	आसमान	0
aasan	आसान	0
aasani	आसानी	0
aasann	आसन्न	0
aasanon	आसनों	0
aash	आश	0
aasha	आशा	0
aashaad	आषाढ	0
aashadh	आषाढ	0
aashankit	आशंकित	0
aashawadi	आशावादी	0
aashay	आशय	0
aashcharychakit	आश्चर्यचकित	0
aashcharyon	आश्चर्यों	0
aashi	आशी	0
aashik	आशिक	0
aashiq	आशिक	0
aashirwad	आशीर्वाद	0
aashram	आश्रम	0
aashramon	आश्रमों	0
aashray	आश्रय	0
aashvasan	आश्वासन	0
aashwasan	आश्वासन	0
aashwast	आश्वस्त	0
aashwin	आश्विन	0
aasmaan	आसमान	0
aasman	आसमान	0
aaspaas	आसपास	0
aaspass	आसपास	0
aastha	आस्था	0
aastikata	आस्तिकता	0
aastikon	आस्तिकों	0
aastiyon	आस्तियों	0
aasu	आसू	0
aasut	आसुत	0
aasvan	आसवन	0
aata	आता	0
aatank	आतंक	0
aatanki	आतंकी	0
aatankiyon	आतंकियों	0
aatankwadi	आतंकवादी	0
aatankwadiyon	आतंकवादियों	0
aate	आते	0
aatein	आतें	0
aath	आठ	0
aathvan	आठवां	0
aathvein	आठवें	0
aathven	आठवें	0
aathvin	आठवीं	0
aati	आती	0
aatin	आतीं	0
aatm	आत्म	0
aatma	आत्मा	0
aatmaa	आत्मा	0
aatmachintan	आत्मचिंतन	0
aatmakatha	आत्मकथा	0
aatmanirbhar	आत्मनिर्भर	0
aatmaon	आत्माओं	0
aatmaparichay	आत्मपरिचय	0
aatmasamarpan	आत्मसमर्पण	0
aatmasanyam	आत्मसंयम	0
aatmavishwas	आत्मविश्वास	0
aatmayen	आत्माएं	0
aatmhatya	आत्महत्या	0
aatmkatha	आत्मकथा	0
aatmnirbhar	आत्मनिर्भर	0
aatmshlagha	आत्मश्लाघा	0
aatmvishvas	आत्मविश्वास	0
aatur	आतुर	0
aatyantik	आत्यंतिक	0
aaunga	आऊंगा	0
aav	ऑव	0
aavaahan	आवाहन	0
aavahan	आवाहन	0
aavantan	आवंटन	0
aavaran	आवरण	0
aavarti	आवर्ती	0
aavas	आवास	0
aavashyak	आवश्यक	0
aavashyakta	आवश्यकता	0
aavashyaktaaon	आवश्यकताओं	0
aavashyaktao	आवश्यकताओं	0
aavashykata	आवश्यकता	0
aavbhagat	आवभगत	0
aavedak	आवेदक	0
aavedakon	आवेदकों	0
aavedan	आवेदन	0
aaveg	आवेग	0
aavesh	आवेश	0
aaveshit	आवेशित	0
aavirbhaav	आविर्भाव	0
aavishkaarak	आविष्कारक	0
aavishkrit	आविष्कृत	0
aavo	आवो	0
aavriti	आवृति	0
aavritt	आवृत्त	0
aavshak	आवश्यक	0
aavshyak	आवश्यक	0
aavshyakta	आवश्यकता	0
aawaj	आवाज	0
aawajahi	आवाजाही	0
aawara	आवारा	0
aawashyak	आवश्यक	0
aay	आय	0
aaya	आया	0
aayaam	आयाम	0
aayaamon	आयामों	0
aayam	आयाम	0
aayami	आयामी	0
aayamon	आयामों	0
aayan	आयन	0
aayanon	आयनों	0
aayat	आयत	0
aayatakar	आयताकार	0
aayatan	आयतन	0
aayaton	आयतों	0
aaye	आए	0
aayega	आयेगा	0
aayegaa	आएगा	0
aayegi	आयेगी	0
aayen	आयें	0
aayengi	आयेंगी	0
aayi	आयी	0
aayin	आयीं	0
aayog	आयोग	0
aayogon	आयोगों	0
aayojakon	आयोजकों	0
aayojan	आयोजन	0
aayojeet	आयोजित	0
aayojit	आयोजित	0
aayova	आयोवा	0
aayu	आयु	0
aayudh	आयुध	0
aazadi	आजादी	0
ab	अब	1
ababeel	अबाबील	0
abad	आबाद	1
abadi	आबादी	1
abadiyon	आबादियों	0
abbas	अब्बास	1
abc	एबीसी	1
abcd	एबीसीडी	0
abd	अब्द	1
abdali	अब्दाली	0
abdul	अब्दुल	1
abdula	अब्दुला	0
abdulla	अब्दुल्ला	1
abdur	अब्दुर	0
abe	अबे	1
abha	आभा	0
abhaav	अभाव	0
abhage	अभागे	0
abhaneri	आभानेरी	0
abhar	आभार	0
abhav	अभाव	0
abhay	अभय	0
abhayarany	अभयारण्य	0
abhedy	अभेद्य	0
abhi	अभी	0
abhibhashak	अभिभाषक	0
abhibhashan	अभिभाषण	0
abhibhavak	अभिभावक	0
abhibhavakon	अभिभावकों	0
abhibhut	अभिभूत	0
abhidha	अभिधा	0
abhigyan	अभिज्ञान	0
abhihit	अभिहित	0
abhikalpana	अभिकल्पना	0
abhikaran	अभिकरण	0
abhikartaon	अभिकर्ताओं	0
abhikriya	अभिक्रिया	0
abhikriyaon	अभिक्रियाओं	0
abhilasha	अभिलाषा	0
abhilekh	अभिलेख	0
abhilekhon	अभिलेखों	0
abhiman	अभिमान	0
abhimani	अभिमानी	0
abhimanyu	अभिमन्यु	0
abhinandan	अभिनंदन	0
abhinav	अभिनव	0
abhinay	अभिनय	0
abhinayon	अभिनयों	0
abhineta	अभिनेता	0
abhinetaon	अभिनेताओं	0
abhinetri	अभिनेत्री	0
abhinetriyon	अभिनेत्रियों	0
abhiney	अभिनेय	0
abhinit	अभिनीत	0
abhinn	अभिन्न	0
abhipray	अभिप्राय	0
abhiprerit	अभिप्रेरित	0
abhipret	अभिप्रेत	0
abhipsa	अभीप्सा	0
abhiruchi	अभिरुचि	0
abhisaran	अभिसरण	0
abhishapt	अभिशप्त	0
abhishek	अभिषेक	0
abhisht	अभीष्ट	0
abhisinchit	अभिसिंचित	0
abhist	अभीष्ट	0
abhivadan	अभिवादन	0
abhivedan	अभिवेदन	0
abhivinyas	अभिविन्यास	0
abhivyakt	अभिव्यक्त	0
abhivyakti	अभिव्यक्ति	0
abhivyaktiyan	अभिव्यक्तियाँ	0
abhivyaktiyon	अभिव्यक्तियों	0
abhiyaan	अभियान	0
abhiyaantriki	अभियांत्रिकी	0
abhiyan	अभियान	0
abhiyanon	अभियानों	0
abhiyanta	अभियंता	0
abhiyantran	अभियंत्रण	0
abhiyantriki	अभियांत्रिकी	0
abhiyog	अभियोग	0
abhiyojak	अभियोजक	0
abhiyojan	अभियोजन	0
abhiyukt	अभियुक्त	0
abhiyukton	अभियुक्तों	0
abhukt	अभुक्त	0
abhushan	आभूषण	0
abhushanon	आभूषणों	0
abhutapurva	अभूतपूर्व	0
abhutpurv	अभूतपूर्व	0
abhyaas	अभ्यास	0
abhyankar	अभ्यंकर	0
abhyarany	अभ्यारण्य	0
abhyas	अभ्यास	0
abhyason	अभ्यासों	0
abhyavedan	अभ्यावेदन	0
abhyudya	अभ्युदय	0
abinay	अभिनय	0
able	एबल	1
abn	एबीएन	0
abohar	अबोहर	0
about	अबाउट	1
abraham	अब्राहम	1
abtak	अबतक	0
abu	अबु	1
ac	एसी	1
academic	अकादमिक	1
academy	अकादमी	1
acarbonic	अकार्बनिक	0
acc	एसीसी	1
access	एक्सेस	1
accha	अच्छा	0
acche	अच्छे	0
acchhe	अच्छे	0
acchhi	अच्छी	0
acchi	अच्छी	0
accident	एक्सीडेंट	1
accord	एकॉर्ड	1
account	अकाउंट	1
accountant	अकाउंटेंट	1
accounting	अकाउंटिंग	1
accounts	एकाउंट्स	1
accuracy	एक्युरेसी	1
acer	एसर	1
acetate	एसीटेट	1
acha	अच्छा	0
achaar	अचार	0
achal	अचल	0
achala	अचला	0
achambhit	अचंभित	0
achanak	अचानक	0
achar	अचार	0
acharya	आचार्य	0
achcha	अच्छा	0
achche	अच्छे	0
achchhe	अच्छे	0
achchhi	अच्छी	0
achet	अचेत	0
achetan	अचेतन	0
achha	अछा	0
achhe	अच्छे	0
achhi	अछी	0
achin	अचिन	0
achran	आचरण	0
achuk	अचूक	0
acid	एसिड	1
acidic	एसिडिक	1
acids	एसिड्स	1
acoustic	एकॉस्टिक	1
acp	एसीपी	0
across	अक्रॉस	1
act	एक्ट	1
acting	एक्टिंग	1
action	एक्शन	1
actions	ऐक्शंस	1
actopic	एक्टोपिक	0
actor	एक्टर	1
actors	एक्टर्स	1
ad	एडी	1
ada	अदा	1
adab	अदब	0
adakaraon	अदाकाराओं	0
adakari	अदाकारी	0
adalat	अदालत	0
adalati	अदालती	0
adalaton	अदालतों	0
adalton	अदालतों	0
adam	एडम	1
adams	ऐडम्स	1
adamya	अदम्य	0
adan	अदन	1
adani	अदानी	0
adar	अदर	1
adarsh	आदर्श	0
adata	आदाता	0
adayagi	अदायगी	0
adb	एडीबी	0
adbhut	अद्भुत	0
add	ऐड	1
adda	अड्डा	0
adde	अड्डे	0
addiction	एडिक्शन	1
address	एड्रेस	1
adelaide	एडिलेड	1
adhaar	आधार	0
adhar	आधार	0
adharit	आधारित	0
adharita	आधारित	0
adharm	अधर्म	0
adharon	आधारों	0
adhe	आधे	0
adheen	अधीन	0
adhi	अधिक	0
adhibhar	अधिभार	0
adhigam	अधिगम	0
adhigrahan	अधिग्रहण	0
adhigrahanon	अधिग्रहणों	0
adhigrahit	अधिग्रहित	0
adhik	अधिक	0
adhika	अधिक	0
adhikaar	अधिकार	0
adhikaari	अधिकारी	0
adhikaarik	अधिकारिक	0
adhikaariyon	अधिकारियों	0
adhikaaron	अधिकारों	0
adhikadhik	अधिकाधिक	0
adhikansh	अधिकांश	0
adhikanshatah	अधिकांशतः	0
adhikar	अधिकार	0
adhikaran	अधिकरण	0
adhikaranon	अधिकरणों	0
adhikarhin	अधिकारहीन	0
adhikari	अधिकारी	0
adhikarik	आधिकारिक	0
adhikarita	अधिकारिता	0
adhikariyo	अधिकारियों	0
adhikariyon	अधिकारियों	0
adhikarkshetra	अधिकारक्षेत्र	0
adhikaro	अधिकारों	0
adhikaron	अधिकारों	0
adhikatar	अधिकतर	0
adhikrit	अधिकृत	0
adhikrut	अधिकृत	0
adhikshak	अधीक्षक	0
adhikta	अधिकता	0
adhiktar	अधिकतर	0
adhin	अधीन	0
adhina	अधीन	0
adhinasth	अधिनस्थ	0
adhinav	अधिनव	0
adhinayakwadi	अधिनायकवादी	0
adhinirnay	अधिनिर्णय	0
adhiniyam	अधिनियम	0
adhiniyamon	अधिनियमों	0
adhinsth	अधिनस्थ	0
adhipati	अधिपति	0
adhipatya	अधिपत्य	0
adhir	अधीर	0
adhiraj	अधिराज	0
adhirath	अधिरथ	0
adhishesh	अधिशेष	0
adhishthan	अधिष्ठान	0
adhishthata	अधिष्ठाता	0
adhisuchna	अधिसूचना	0
adhit	अधिक	0
adhivakta	अधिवक्ता	0
adhivarsh	अधिवर्ष	0
adhivasi	अधिवासी	0
adhiveshan	अधिवेशन	0
adhiya	अधिया	0
adhmara	अधमरा	0
adhunik	आधुनिक	0
adhura	अधूरा	0
adhuri	अधूरी	0
adhyaay	अध्याय	0
adhyadesh	अध्यादेश	0
adhyadeshon	अध्यादेशों	0
adhyaksh	अध्यक्ष	0
adhyaksha	अध्यक्ष	0
adhyakshon	अध्यक्षों	0
adhyakshta	अध्यक्षता	0
adhyan	अध्यन	0
adhyapak	अध्यापक	0
adhyapakon	अध्यापकों	0
adhyapan	अध्यापन	0
adhyapika	अध्यापिका	0
adhyapkon	अध्यापकों	0
adhyatm	अध्यात्म	0
adhyatmik	अध्यात्मिक	0
adhyay	अध्याय	0
adhyayan	अध्ययन	0
adhyayana	अध्ययन	0
adhyayankarta	अध्ययनकर्ता	0
adhyayanon	अध्ययनों	0
adhyayon	अध्यायों	0
adhyeta	अध्येता	0
adhyetaon	अध्येताओं	0
adhyksh	अध्य्क्ष	0
adhyyan	अध्ययन	0
adi	आदि	0
aditi	अदिति	0
aditya	आदित्य	0
adityanath	आदित्यनाथ	0
adivasi	आदीवासी	0
adla	अदला	0
adlabadli	अदलाबदली	0
admi	आदमी	0
administration	एडमिनिस्ट्रेशन	1
admiral	एडमिरल	1
adnan	अदनान	1
adnyey	अज्ञेय	0
adobe	एडोब	1
adolf	अडोल्फ	1
adr	एडीआर	0
adra	आर्द्र	1
adrak	अदरक	0
adrenal	एड्रेनल	1
adrenaline	एड्रीनलीन	1
adrishy	अदृश्य	0
adsense	ऐडसेंस	0
adult	एडल्ट	1
adults	एडल्ट्स	1
adur	अदूर	0
adurdarshita	अदूरदर्शिता	0
advait	अद्वैत	0
advance	एडवांस	1
advanced	एडवांस्ड	1
advani	आडवाणी	1
advencher	एडवेंचर	0
adventure	एडवेंचर	1
adventures	एडवेंचर्स	1
advice	एडवाइस	1
advitiya	अद्वितीय	0
adwords	एडवर्ड्स	1
adya	आद्या	0
adyatan	अद्यतन	0
ae	एई	1
aemfetamain	ऐम्फेटामाइन	0
aeronautics	एरोनॉटिक्स	1
aerospace	एयरोस्पेस	1
afc	एएफसी	0
afeem	अफीम	0
affair	अफेयर	1
affairs	अफेयर्स	1
afganistan	अफगानिस्तान	0
afghani	अफ़गानी	1
afghanistan	अफ़गानिस्तान	1
aflatoon	अफलातून	0
africa	अफ्रीका	1
african	अफ्रीकन	1
africi	अफ़्रीकी	0
afrika	अफ्रीका	0
afriki	अफ्रीकी	0
afsar	अफसर	0
afsaron	अफसरों	0
afsarshahi	अफसरशाही	0
aftab	अफताब	0
after	आफ्टर	1
afvah	अफवाह	0
afwah	अफवाह	0
afwahon	अफवाहों	0
ag	एजी	1
agaadh	अगाध	0
again	अगेन	1
against	अगेंस्ट	1
agala	अगला	0
agale	अगले	0
agali	अगली	0
agam	अगम	0
agami	आगामी	0
agantuk	आगंतुक	0
agar	अगर	1
agarbatti	अगरबत्ती	0
agarbattiyon	अगरबत्तियों	0
agariya	अगरिया	0
agartala	अगरतला	0
agassi	अगासी	1
agastya	अगस्त्य	0
agastyamuni	अगस्त्यमुनि	0
agava	अगवा	0
age	आगे	1
agenciyon	एजेंसियों	0
agency	एजेंसी	1
agenda	एजेंडा	1
agent	एजेंट	1
agenton	एजेंटों	0
aghat	आघात	0
aghoriyon	अघोरियों	0
agla	अगला	0
agle	अगले	0
agli	अगली	0
agnashay	अग्नाशय	0
agney	अज्ञेय	0
agneyastra	आग्नेयास्त्र	0
agni	अग्नि	0
agnidev	अग्निदेव	0
agnihotra	अग्निहोत्र	0
agnihotri	अग्निहोत्री	0
agnimandya	अग्निमांद्य	0
agnisar	अग्निसार	0
agnishaman	अग्निशमन	0
agra	आगरा	1
agrabhag	अग्रभाग	0
agradas	अग्रदास	0
agradoot	अग्रदूत	0
agradut	अग्रदूत	0
agragami	अग्रगामी	0
agrahari	अग्रहरि	0
agraj	अग्रज	0
agrani	अग्रणी	0
agrasar	अग्रसर	0
agree	एग्री	1
agreement	एग्रीमेंट	1
agreshit	अग्रेषित	0
agriculture	एग्रीकल्चर	1
agrim	अग्रिम	0
agro	एग्रो	1
agroha	अग्रोहा	0
agust	अगस्त	0
agya	अज्ञेय	0
agyaan	अज्ञान	0
agyan	अज्ञान	0
agyani	अज्ञानी	0
agyat	अज्ञात	0
ahaan	अहान	0
ahaate	अहाते	0
ahai	है	0
ahalus	अहलुस	0
aham	अहम	0
ahankaar	अहंकार	0
ahar	आहार	0
ahilya	अहिल्या	0
ahilyabai	अहिल्याबाई	0
ahinsa	अहिंसा	0
ahinsak	अहिंसक	0
ahir	अहीर	0
ahiravan	अहिरावण	0
ahiron	अहीरों	0
ahirwal	अहीरवाल	0
ahluwalia	आहलूवालिया	1
ahmad	अहमद	1
ahmadabad	अहमदाबाद	0
ahmadshah	अहमदशाह	0
ahmed	अहमद	1
ahmedabad	अहमदाबाद	0
ahmednagar	अहमदनगर	0
ahmedpur	अहमदपुर	0
ahmedshah	अहमदशाह	0
ahoi	अहोई	0
ahsaan	अहसान	0
ahsaas	अहसास	0
ahsan	अहसान	0
ahuja	आहुजा	1
ai	एआई	1
aiadmk	एआईएडीएमके	0
aicc	एआईसीसी	0
aid	ऐड	1
aids	एड्स	1
ailaan	ऐलान	0
ailan	एलान	0
ails	आइल्स	1
ain	ऐं	0
ainthan	ऐंठन	0
air	एयर	1
airasia	एयरएशिया	0
airbase	एयरबेस	1
airbus	एयरबस	1
aircondition	एयरकंडीशन	1
aircooled	एयरकूल्ड	0
airfield	एयरफील्ड	1
airforce	एयरफोर्स	1
airlift	एयरलिफ्ट	1
airline	एयरलाइन	1
airliner	एयरलाइनर	1
airlines	एयरलाइंस	1
airplane	एयरप्लेन	1
airport	एयरपोर्ट	1
airshow	एयरशो	0
airtel	एयरटेल	0
airtime	एयरटाइम	1
aisa	ऐसा	1
aise	ऐसे	0
aish	ऐश	0
aishwarya	ऐश्वर्या	0
aishwaryon	ऐश्वर्यों	0
aisi	ऐसी	0
aison	ऐसों	0
aitbaar	एतबार	0
aitbar	एतबार	0
aitihasik	ऐतिहासिक	0
aitihasikta	ऐतिहासिकता	0
aizawl	आइजॉल	0
ajaan	अज़ान	0
ajab	अजब	0
ajad	आजाद	0
ajadi	आजादी	0
ajaivik	अजैविक	0
ajamal	अजमल	0
ajanta	अजंता	0
ajarbejan	अजरबेजान	0
ajatshatru	अजातशत्रु	0
ajay	अजय	1
ajayabaghar	अजायबघर	0
ajayraj	अजयराज	0
ajeeb	अजीब	0
ajgar	अजगर	0
aji	अजी	0
ajim	अजीम	0
ajit	अजीत	0
ajkal	आजकल	0
ajmat	अजमत	0
ajmer	अजमेर	0
ajmeri	अजमेरी	0
ajnaala	अजनाला	0
ajnabi	अजनबी	0
ajnabiyon	अजनबियों	0
ajooba	अजूबा	0
ajoobon	अजूबों	0
ajrada	अजराड़ा	0
ajuba	अजूबा	0
ajubon	अजूबों	0
akaal	अकाल	0
akaar	आकार	0
akaaran	अकारण	0
akaatya	अकाट्य	0
akadami	अकादमी	0
akadamik	अकादमिक	0
akademi	अकादमी	0
akal	एकल	0
akali	अकाली	1
akalpit	अकल्पित	0
akanksha	आकांक्षा	0
akar	आकार	0
akaran	अकारण	0
akarmanyata	अकर्मण्यता	0
akarshak	आकर्षक	0
akarshan	आकर्षण	0
akarshit	आकर्षित	0
akarsita	आकर्षित	0
akbar	अकबर	1
akbarabad	अकबराबाद	0
akbarpur	अकबरपुर	0
akel	अकेल	1
akela	अकेला	0
akelapan	अकेलापन	0
akele	अकेले	0
akelepan	अकेलेपन	0
akeli	अकेली	0
akhabar	अख़बार	0
akhada	अखाड़ा	0
akhade	अखाड़े	0
akhandata	अखंडता	0
akhbaar	अख़बार	0
akhbar	अख़बार	0
akhbaron	अख़बारों	0
akhilesh	अखिलेश	0
akhir	आखिर	0
akhiri	आखिरी	0
akhrot	अखरोट	0
akhtar	अख्तर	1
akhtiyar	अख्तियार	0
akira	अकीरा	1
akkineni	अक्किनेनी	0
akl	अक्ल	0
aklera	अकलेरा	0
akola	अकोला	0
akp	एकेपी	0
akraman	आक्रमण	0
akritiyan	आकृतियां	0
akriyashil	अक्रियाशील	0
aks	अक्स	0
aksar	अक्सर	0
aksh	अक्ष	0
aksham	अक्षम	0
akshamta	अक्षमता	0
akshansh	अक्षांश	0
akshar	अक्षर	0
aksharon	अक्षरों	0
akshat	अक्षत	0
akshay	अक्षय	0
akshunn	अक्षुण्ण	0
akushal	अकुशल	0
al	अल	1
ala	आला	1
aladin	अलादीन	0
alag	अलग	0
alaga	अलग	0
alakh	अलख	0
alaknanda	अलकनंदा	0
alakshit	अलक्षित	0
alam	आलम	1
alan	एलन	1
alankaranon	अलंकरणों	0
alankrit	अलंकृत	0
alankrut	अलकृंत	0
alano	एलानो	0
alarm	अलार्म	1
alauddin	अलाउद्दीन	0
alaukik	अलौकिक	0
alava	अलावा	0
alawa	अलावा	0
albam	अल्बम	0
albama	अलबामा	0
albania	अल्बानिया	1
albatta	अलबत्ता	0
albela	अलबेला	0
albeli	अलबेली	0
albert	अल्बर्ट	1
album	एल्बम	1
albumin	एल्बुमिन	1
albuquerque	अल्बूकर्क	1
alcohol	अल्कोहल	1
alcoholic	अल्कोहलिक	1
alcoxide	ऐल्कॉक्साइड	0
alek	एलेक	0
alerts	अलर्ट्स	1
alex	अलेक्स	1
alexander	अलेक्जेंडर	1
alfred	अलफ्रेड	1
alfriend	अल्फ़्रेड	0
algar	एल्गर	1
algebra	अलजेब्रा	1
algeria	अल्जीरिया	1
algorithm	एल्गोरिथम	1
alhad	अल्हड़	0
ali	अली	1
alibaba	अलीबाबा	0
alie	एली	1
aligadh	अलीगढ़	0
aliganj	अलीगंज	0
aligarh	अलीगढ़	0
alim	आलिम	0
alipur	अलीपुर	0
alipurdawar	अलीपुरद्वार	0
alipurdvar	अलीपुरद्वार	0
alis	एलिस	0
alisha	अलीशा	1
alison	एलिसन	1
alistair	एलिस्टेयर	1
alit	एलिट	0
alka	अलका	1
all	ऑल	1
allah	अल्लाह	1
allahabad	इलाहाबाद	1
allama	अल्लामा	0
allen	एलन	1
allergy	एलर्जी	1
alliance	एलायंस	1
allopathic	एलोपैथिक	0
allu	अल्लु	0
almari	अलमारी	0
almariyon	अलमारियों	0
almoda	अल्मोड़ा	0
almora	अल्मोड़ा	0
almost	ऑलमोस्ट	1
alochana	आलोचना	0
alochanatmak	आलोचनात्मक	0
aloe	एलो	1
aloevera	एलोवेरा	0
alok	आलोक	0
alokapriyata	अलोकप्रियता	0
alp	अल्प	0
alpahar	अल्पाहार	0
alpakalik	अल्पकालिक	0
alpakalin	अल्पकालीन	0
alpana	अल्पना	0
alpayu	अल्पायु	0
alpha	अल्फा	1
alpine	अल्पाइन	1
alps	आल्प्स	1
alpsankhyak	अल्पसंख्यक	0
